user_id,age,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned,gender_code,is_anomaly,anomaly_score,predicted_gender,correct_prediction,prediction_uncertainty
U125758,22,Female,Brazil,38,Standard,15.99,Debit Card,Mobile,1,Action,267,15,9,62,2.4,44,84,23,No,1,False,0,Female,True,0.55
U141294,61,Other,Brazil,20,Basic,7.99,Debit Card,Laptop,2,Drama,229,14,3,40,1.9,32,12,35,Yes,2,False,0,Male,False,0.61
U114858,21,Male,Brazil,2,Premium,12.99,UPI,Tablet,1,Documentary,189,7,14,55,3.4,43,66,43,No,0,False,1,Male,True,0.62
U132061,63,Other,Germany,48,Basic,15.99,Credit Card,Mobile,1,Comedy,54,5,12,39,1.2,37,81,33,No,2,False,1,Other,True,0.18000000000000005
U135056,57,Other,Japan,45,Standard,12.99,Credit Card,Mobile,1,Comedy,39,3,3,75,1.6,44,1,54,Yes,2,True,4,Other,True,0.29000000000000004
U112117,38,Other,UK,41,Basic,12.99,PayPal,Tablet,2,Comedy,156,2,0,94,2.6,45,83,0,No,2,False,1,Other,True,0.19999999999999996
U147901,43,Female,Australia,48,Standard,15.99,UPI,Smart TV,1,Thriller,136,3,10,45,1.2,44,29,29,No,1,False,0,Female,True,0.65
U101285,50,Male,UK,37,Basic,7.99,PayPal,Tablet,1,Horror,247,12,6,53,4.5,8,33,5,No,0,False,0,Female,False,0.64
U116773,27,Male,Japan,36,Basic,7.99,Debit Card,Smart TV,2,Drama,198,19,1,75,1.5,5,14,1,No,0,False,2,Other,False,0.62
U116618,47,Other,Germany,44,Premium,15.99,UPI,Smart TV,2,Thriller,259,18,14,44,4.0,15,78,0,No,2,False,1,Other,True,0.32999999999999996
U113297,22,Female,Germany,44,Premium,12.99,PayPal,Smart TV,3,Thriller,91,3,7,48,2.6,45,40,22,No,1,False,0,Female,True,0.26
U127957,33,Female,Spain,17,Basic,12.99,UPI,Laptop,1,Action,206,13,7,89,4.7,27,51,19,No,1,False,0,Male,False,0.5800000000000001
U139916,62,Male,Spain,59,Premium,15.99,PayPal,Smart TV,3,Horror,145,17,2,95,4.5,2,41,18,No,0,False,2,Male,True,0.18000000000000005
U101043,42,Female,Spain,39,Premium,15.99,PayPal,Tablet,1,Horror,248,10,14,46,2.8,28,73,28,Yes,1,False,0,Female,True,0.21999999999999997
U127101,21,Female,Germany,13,Basic,15.99,PayPal,Smart TV,1,Sci-Fi,134,14,14,55,4.7,21,3,12,No,1,False,0,Female,True,0.26
U139076,20,Female,India,23,Basic,7.99,PayPal,Laptop,2,Thriller,185,9,2,74,3.5,28,78,23,Yes,1,False,0,Female,True,0.24
U141677,43,Male,Germany,46,Basic,7.99,Credit Card,Laptop,3,Sci-Fi,99,6,4,75,3.0,44,2,6,No,0,False,0,Other,False,0.55
U129912,57,Other,Japan,5,Standard,15.99,UPI,Smart TV,1,Sci-Fi,38,9,9,88,4.6,3,72,13,No,2,False,0,Other,True,0.30000000000000004
U117515,52,Other,Japan,14,Basic,15.99,Credit Card,Smart TV,3,Comedy,203,18,6,83,3.2,35,37,25,Yes,2,False,0,Other,True,0.28
U141443,20,Female,France,2,Standard,7.99,PayPal,Laptop,3,Comedy,111,19,6,53,3.3,35,65,58,Yes,1,False,2,Male,False,0.65
U115884,24,Other,Australia,20,Premium,15.99,Debit Card,Smart TV,3,Documentary,225,15,12,79,4.1,37,91,16,No,2,False,0,Other,True,0.18999999999999995
U103169,44,Female,India,23,Standard,15.99,UPI,Smart TV,3,Comedy,280,10,7,67,3.7,19,77,14,Yes,1,False,0,Female,True,0.26
U128638,35,Female,Australia,20,Standard,15.99,Credit Card,Smart TV,1,Romance,154,13,12,75,1.6,0,84,14,No,1,False,0,Female,True,0.17000000000000004
U136152,20,Female,France,22,Premium,12.99,Credit Card,Smart TV,2,Drama,55,4,7,84,4.4,34,3,6,No,1,False,0,Female,True,0.24
U100426,47,Male,Brazil,44,Basic,7.99,UPI,Mobile,3,Action,253,10,5,62,2.0,23,98,39,No,0,False,0,Male,True,0.24
U132715,19,Female,UK,53,Standard,15.99,Credit Card,Tablet,1,Sci-Fi,258,19,9,66,4.6,18,5,20,No,1,False,2,Female,True,0.21999999999999997
U139430,31,Male,France,43,Basic,7.99,UPI,Smart TV,3,Action,125,8,2,47,1.2,17,31,54,No,0,False,0,Female,False,0.5700000000000001
U144334,60,Male,Australia,46,Basic,15.99,UPI,Smart TV,3,Comedy,262,11,14,77,1.7,16,50,6,No,0,False,0,Male,True,0.31000000000000005
U134402,57,Female,Spain,50,Premium,7.99,UPI,Smart TV,1,Documentary,148,4,9,76,3.1,10,58,37,Yes,1,False,0,Female,True,0.27
U142188,28,Male,USA,25,Standard,7.99,UPI,Tablet,1,Documentary,191,13,9,96,3.6,7,96,8,No,0,False,0,Male,True,0.25
U120436,22,Female,USA,39,Basic,12.99,Credit Card,Smart TV,3,Sci-Fi,217,15,10,95,1.6,30,31,12,Yes,1,False,0,Female,True,0.17000000000000004
U115188,58,Female,Australia,46,Standard,12.99,Credit Card,Mobile,2,Horror,164,8,10,46,3.9,16,41,42,No,1,False,0,Female,True,0.5900000000000001
U101190,60,Other,Japan,13,Premium,7.99,PayPal,Tablet,1,Sci-Fi,28,16,8,75,1.4,38,79,53,No,2,False,1,Other,True,0.22999999999999998
U103229,39,Female,Japan,29,Standard,7.99,PayPal,Mobile,3,Comedy,231,15,9,83,5.0,34,27,2,No,1,False,0,Female,True,0.29000000000000004
U130790,60,Female,Australia,37,Standard,15.99,Credit Card,Mobile,3,Sci-Fi,152,10,7,92,4.4,19,7,23,No,1,False,0,Female,True,0.27
U130248,59,Other,Germany,47,Standard,7.99,PayPal,Smart TV,2,Comedy,155,11,0,78,3.2,24,55,28,No,2,False,0,Other,True,0.25
U126268,18,Female,India,12,Basic,12.99,Credit Card,Laptop,3,Documentary,201,15,8,99,4.1,7,18,9,Yes,1,False,0,Female,True,0.27
U100932,51,Other,Brazil,5,Standard,7.99,PayPal,Mobile,3,Romance,132,13,0,64,2.3,37,95,11,No,2,False,0,Other,True,0.15000000000000002
U140824,49,Other,UK,41,Premium,12.99,Debit Card,Smart TV,2,Drama,193,1,12,72,4.2,22,64,12,No,2,False,0,Other,True,0.22999999999999998
U105356,59,Male,India,54,Basic,7.99,Debit Card,Smart TV,2,Documentary,262,14,5,81,1.9,44,97,49,No,0,False,2,Male,True,0.19999999999999996
U133566,26,Male,Brazil,16,Premium,15.99,PayPal,Laptop,1,Sci-Fi,169,16,12,64,1.7,20,8,27,No,0,False,0,Male,True,0.22999999999999998
U135329,59,Female,Japan,59,Standard,7.99,PayPal,Smart TV,2,Comedy,200,17,14,33,4.3,23,25,4,No,1,True,3,Female,True,0.24
U141540,62,Female,UK,33,Standard,12.99,UPI,Tablet,1,Documentary,30,19,1,64,3.1,7,39,10,No,1,False,0,Female,True,0.29000000000000004
U130331,55,Female,USA,12,Premium,12.99,PayPal,Laptop,3,Romance,50,14,1,43,2.8,20,52,18,No,1,False,0,Female,True,0.43000000000000005
U141917,49,Male,Japan,16,Standard,15.99,PayPal,Tablet,3,Documentary,222,8,6,85,3.3,17,15,35,No,0,False,0,Male,True,0.22999999999999998
U114768,31,Other,Canada,18,Standard,15.99,Debit Card,Tablet,2,Horror,40,4,1,91,3.7,39,52,8,No,2,False,0,Other,True,0.31000000000000005
U104530,53,Female,UK,17,Standard,15.99,Credit Card,Laptop,1,Romance,188,15,3,39,1.5,46,19,33,No,1,False,0,Male,False,0.63
U102141,51,Male,Australia,38,Standard,15.99,Credit Card,Laptop,3,Action,271,10,8,49,1.3,24,91,52,No,0,False,0,Male,True,0.19999999999999996
U137331,30,Female,Japan,2,Standard,15.99,PayPal,Tablet,2,Comedy,198,8,11,66,2.5,18,22,19,No,1,False,0,Female,True,0.22999999999999998
U121221,25,Male,Japan,24,Basic,12.99,Debit Card,Laptop,1,Action,175,10,10,36,4.6,35,30,0,Yes,0,False,0,Male,True,0.25
U120207,59,Male,Japan,5,Standard,12.99,Credit Card,Smart TV,1,Drama,50,7,8,35,3.7,44,70,5,Yes,0,False,1,Male,True,0.30000000000000004
U146467,35,Female,Australia,6,Standard,15.99,Debit Card,Mobile,3,Thriller,275,14,13,89,2.8,18,27,9,No,1,False,0,Female,True,0.47
U145541,46,Other,India,31,Basic,15.99,Credit Card,Smart TV,2,Drama,21,17,13,56,3.8,9,39,43,Yes,2,False,0,Other,True,0.24
U109324,54,Other,Australia,42,Premium,7.99,UPI,Laptop,2,Action,58,12,6,69,5.0,17,71,36,Yes,2,False,0,Other,True,0.19999999999999996
U132988,36,Other,India,38,Basic,15.99,Debit Card,Mobile,3,Comedy,259,2,10,91,4.3,19,23,45,No,2,False,0,Female,False,0.6
U141728,59,Female,Australia,58,Standard,15.99,UPI,Mobile,1,Horror,44,9,0,98,3.3,41,12,53,No,1,True,3,Female,True,0.31000000000000005
U137154,64,Female,Japan,52,Basic,7.99,PayPal,Smart TV,2,Action,153,15,13,81,3.6,35,4,19,No,1,False,0,Male,False,0.5800000000000001
U125713,64,Other,UK,24,Standard,7.99,Debit Card,Tablet,2,Action,54,13,1,68,2.2,8,58,51,No,2,False,0,Other,True,0.26
U120018,43,Other,USA,13,Standard,12.99,UPI,Mobile,2,Thriller,280,1,5,83,3.1,0,18,27,No,2,False,0,Other,True,0.63
U118924,34,Female,Germany,9,Premium,15.99,Credit Card,Laptop,3,Romance,215,17,13,50,4.0,36,60,33,No,1,False,0,Female,True,0.21999999999999997
U102558,22,Other,India,43,Premium,15.99,Debit Card,Smart TV,2,Sci-Fi,213,1,13,65,4.7,38,50,26,Yes,2,False,0,Other,True,0.26
U120091,31,Other,India,41,Basic,7.99,Credit Card,Tablet,1,Documentary,60,17,5,62,4.3,18,34,55,No,2,False,0,Other,True,0.25
U137105,52,Other,France,18,Standard,12.99,Credit Card,Smart TV,1,Documentary,229,11,9,55,1.2,24,99,37,No,2,False,0,Other,True,0.19999999999999996
U114168,44,Male,USA,34,Premium,15.99,Credit Card,Laptop,3,Thriller,79,6,3,98,2.7,44,12,20,No,0,False,0,Male,True,0.25
U111270,36,Other,UK,24,Premium,15.99,PayPal,Laptop,3,Comedy,74,11,10,73,1.9,28,15,19,No,2,False,0,Other,True,0.20999999999999996
U116570,44,Female,India,21,Standard,15.99,PayPal,Tablet,1,Drama,173,13,11,93,3.1,28,60,55,No,1,False,0,Female,True,0.20999999999999996
U148307,26,Male,India,33,Basic,7.99,Debit Card,Tablet,2,Action,46,6,4,99,1.9,19,77,46,Yes,0,False,0,Female,False,0.5800000000000001
U121399,30,Male,Germany,3,Premium,15.99,UPI,Smart TV,3,Thriller,117,17,12,49,4.8,48,25,19,No,0,False,1,Male,True,0.20999999999999996
U124742,25,Other,Australia,18,Standard,15.99,Credit Card,Mobile,2,Romance,280,1,12,47,4.8,33,93,58,No,2,True,3,Male,False,0.56
U133636,59,Other,India,31,Basic,12.99,Debit Card,Laptop,2,Drama,19,4,8,70,1.0,16,75,29,No,2,False,0,Other,True,0.17000000000000004
U106885,22,Female,Spain,29,Premium,12.99,Credit Card,Laptop,2,Horror,12,15,13,49,4.5,28,78,36,No,1,False,0,Other,False,0.5900000000000001
U135569,49,Other,Brazil,8,Standard,15.99,Credit Card,Smart TV,3,Romance,174,1,10,47,1.1,46,29,49,No,2,False,0,Other,True,0.27
U146904,31,Other,Germany,21,Premium,12.99,Debit Card,Smart TV,2,Action,11,19,13,53,3.6,38,91,24,No,2,False,1,Other,True,0.30000000000000004
U140450,25,Female,India,43,Basic,7.99,UPI,Smart TV,2,Thriller,231,4,12,50,1.2,20,2,25,No,1,False,0,Female,True,0.18999999999999995
U109002,52,Male,Japan,25,Standard,12.99,UPI,Laptop,1,Documentary,36,5,11,57,1.6,48,27,12,No,0,False,0,Male,True,0.19999999999999996
U100957,37,Female,Canada,27,Premium,7.99,Credit Card,Laptop,1,Comedy,154,10,8,39,3.5,36,40,15,No,1,False,0,Male,False,0.64
U127072,32,Female,Canada,11,Basic,12.99,PayPal,Tablet,2,Comedy,28,11,0,71,4.6,8,63,36,Yes,1,False,0,Female,True,0.37
U102760,64,Male,Brazil,11,Standard,12.99,Debit Card,Laptop,2,Thriller,221,16,0,60,3.7,6,56,35,No,0,False,0,Male,True,0.27
U148918,37,Female,Spain,42,Basic,7.99,UPI,Mobile,2,Drama,119,4,10,43,1.2,38,96,41,No,1,False,0,Female,True,0.18000000000000005
U131009,24,Female,USA,53,Standard,7.99,PayPal,Mobile,1,Thriller,16,4,6,68,4.3,36,78,0,No,1,True,4,Female,True,0.20999999999999996
U106314,26,Male,UK,51,Standard,7.99,Credit Card,Mobile,2,Thriller,180,11,5,84,4.8,40,72,46,No,0,False,0,Male,True,0.20999999999999996
U110894,31,Female,France,24,Premium,12.99,UPI,Laptop,1,Thriller,65,3,13,67,1.5,29,3,17,No,1,False,0,Female,True,0.5700000000000001
U142967,23,Other,Japan,50,Standard,12.99,PayPal,Mobile,1,Horror,38,15,9,73,4.6,44,51,36,No,2,False,0,Male,False,0.51
U100369,43,Female,Spain,5,Premium,12.99,UPI,Mobile,3,Sci-Fi,155,12,9,62,4.8,49,17,38,No,1,False,0,Female,True,0.21999999999999997
U139397,36,Female,Spain,51,Premium,12.99,Debit Card,Mobile,1,Comedy,230,11,3,75,3.2,9,13,26,No,1,False,0,Female,True,0.64
U112691,36,Male,France,29,Standard,7.99,UPI,Smart TV,3,Action,232,8,1,35,3.0,0,76,49,No,0,False,0,Other,False,0.65
U118473,26,Other,Canada,29,Premium,7.99,Debit Card,Tablet,2,Drama,257,16,8,96,3.8,39,51,24,No,2,False,0,Other,True,0.21999999999999997
U134931,62,Male,France,5,Basic,15.99,UPI,Smart TV,3,Romance,247,15,6,38,2.5,37,46,22,No,0,False,0,Female,False,0.5900000000000001
U134218,49,Other,Japan,36,Basic,7.99,Credit Card,Laptop,3,Horror,148,3,7,61,3.9,11,48,20,No,2,False,0,Other,True,0.21999999999999997
U114532,58,Other,UK,33,Premium,7.99,UPI,Laptop,3,Drama,194,3,5,93,3.2,43,1,41,Yes,2,False,0,Other,True,0.25
U147601,53,Female,USA,26,Standard,7.99,Debit Card,Tablet,1,Romance,42,18,1,32,2.6,9,73,58,Yes,1,False,2,Female,True,0.25
U108871,29,Other,Canada,3,Standard,7.99,Credit Card,Laptop,1,Documentary,267,5,1,45,3.4,26,99,36,No,2,False,1,Other,True,0.27
U116941,48,Male,India,32,Standard,15.99,PayPal,Mobile,3,Sci-Fi,15,10,5,98,4.7,10,59,58,No,0,False,1,Other,False,0.62
U146435,18,Male,Spain,4,Premium,7.99,UPI,Tablet,1,Documentary,106,12,14,61,4.4,18,40,20,No,0,False,0,Other,False,0.63
U136524,56,Other,Spain,28,Standard,12.99,Debit Card,Laptop,1,Horror,129,13,7,49,3.8,0,64,11,No,2,False,0,Other,True,0.21999999999999997
U136206,25,Other,India,45,Premium,12.99,Credit Card,Tablet,3,Horror,168,10,14,88,3.0,44,66,9,Yes,2,False,0,Other,True,0.27
U129249,30,Other,France,6,Standard,12.99,Credit Card,Mobile,1,Romance,172,17,12,62,1.9,30,22,57,No,2,False,0,Male,False,0.64
U124096,60,Male,Germany,59,Standard,7.99,Credit Card,Mobile,3,Thriller,36,9,5,40,1.3,46,20,14,No,0,True,4,Male,True,0.20999999999999996
U107886,45,Female,India,9,Standard,7.99,Credit Card,Smart TV,3,Action,82,18,0,69,2.9,27,80,56,No,1,False,0,Female,True,0.21999999999999997
U146149,43,Male,Canada,7,Standard,7.99,PayPal,Laptop,1,Comedy,170,3,6,82,4.3,18,72,4,No,0,False,0,Female,False,0.6
U143622,63,Other,Japan,4,Premium,7.99,Credit Card,Tablet,3,Romance,73,17,12,78,1.6,10,62,11,No,2,True,3,Other,True,0.24
U116425,33,Female,India,25,Standard,7.99,Debit Card,Tablet,1,Romance,112,18,13,39,3.6,39,46,1,No,1,False,0,Female,True,0.28
U121092,30,Other,Australia,53,Basic,12.99,UPI,Mobile,3,Romance,266,19,2,90,4.8,6,29,21,No,2,False,1,Male,False,0.56
U122188,29,Female,Australia,20,Premium,12.99,UPI,Mobile,3,Horror,42,16,14,64,3.8,12,93,31,No,1,False,0,Male,False,0.5900000000000001
U145537,54,Female,India,36,Standard,15.99,UPI,Mobile,3,Drama,268,14,0,83,3.4,40,71,14,No,1,False,0,Female,True,0.43999999999999995
U105661,62,Other,Australia,53,Standard,7.99,Debit Card,Mobile,1,Thriller,131,18,8,91,1.1,38,94,53,No,2,True,3,Other,True,0.27
U103309,38,Other,Spain,6,Premium,12.99,PayPal,Smart TV,1,Thriller,281,14,12,41,4.5,25,18,8,No,2,False,0,Other,True,0.21999999999999997
U119148,31,Other,India,58,Standard,7.99,UPI,Mobile,3,Action,131,14,2,95,3.0,20,2,25,No,2,False,0,Other,True,0.20999999999999996
U103056,28,Female,France,17,Basic,12.99,UPI,Tablet,3,Drama,274,16,3,59,3.0,14,70,28,Yes,1,False,0,Female,True,0.27
U101905,23,Male,Germany,21,Basic,15.99,UPI,Mobile,2,Sci-Fi,163,2,6,81,1.5,28,75,51,No,0,False,0,Male,True,0.18000000000000005
U136956,40,Male,UK,7,Standard,7.99,UPI,Laptop,2,Sci-Fi,240,14,2,87,2.6,45,7,25,No,0,False,0,Female,False,0.63
U104156,20,Female,Spain,48,Basic,7.99,Credit Card,Mobile,3,Comedy,195,11,12,46,1.6,49,55,40,No,1,False,0,Female,True,0.20999999999999996
U100943,28,Male,Canada,14,Premium,12.99,UPI,Mobile,1,Romance,249,12,9,58,1.7,13,45,13,No,0,False,0,Male,True,0.27
U127436,28,Male,UK,26,Basic,15.99,UPI,Tablet,3,Action,119,2,4,53,1.5,12,19,4,Yes,0,False,0,Male,True,0.19999999999999996
U146777,42,Other,UK,24,Premium,15.99,PayPal,Mobile,2,Comedy,60,2,13,84,2.5,17,80,59,No,2,False,0,Female,False,0.55
U138241,49,Female,India,54,Premium,7.99,PayPal,Smart TV,2,Horror,158,13,14,34,1.4,38,59,53,No,1,False,0,Female,True,0.21999999999999997
U112052,34,Other,Japan,47,Basic,15.99,Credit Card,Mobile,2,Sci-Fi,192,10,3,88,4.9,31,32,10,No,2,False,0,Other,True,0.30000000000000004
U102294,50,Male,Spain,58,Standard,12.99,PayPal,Tablet,2,Comedy,155,15,3,41,4.5,33,80,56,No,0,False,0,Other,False,0.62
U106803,22,Male,USA,10,Standard,15.99,PayPal,Tablet,1,Action,33,9,8,70,2.0,35,98,55,No,0,False,1,Male,True,0.26
U113659,64,Other,France,28,Premium,12.99,PayPal,Mobile,3,Documentary,232,5,13,36,4.5,1,6,13,No,2,False,2,Male,False,0.63
U125023,45,Other,Germany,42,Standard,7.99,UPI,Mobile,1,Thriller,245,12,5,70,4.1,7,87,14,No,2,False,0,Female,False,0.64
U145621,20,Other,India,11,Standard,15.99,Credit Card,Tablet,1,Horror,176,15,1,72,3.7,41,30,56,No,2,False,0,Other,True,0.45999999999999996
U124891,45,Female,Australia,28,Basic,12.99,PayPal,Smart TV,2,Drama,197,1,1,57,3.5,31,85,15,No,1,False,0,Male,False,0.5700000000000001
U140376,19,Male,France,42,Standard,15.99,UPI,Tablet,2,Comedy,263,14,1,89,2.3,21,62,1,No,0,False,0,Male,True,0.26
U144401,38,Other,Germany,45,Premium,15.99,Credit Card,Smart TV,1,Romance,141,15,5,85,4.1,48,20,21,Yes,2,False,0,Other,True,0.20999999999999996
U132279,49,Female,Japan,11,Basic,12.99,Debit Card,Smart TV,2,Drama,258,7,10,58,4.0,45,60,22,No,1,False,0,Other,False,0.5800000000000001
U136411,22,Male,France,59,Standard,7.99,UPI,Tablet,1,Documentary,204,16,11,81,1.3,24,79,35,No,0,False,0,Male,True,0.6
U144303,19,Other,Canada,42,Premium,7.99,Debit Card,Laptop,1,Documentary,125,6,8,68,2.1,17,16,9,No,2,False,0,Other,True,0.61
U100289,42,Female,Germany,26,Standard,12.99,PayPal,Laptop,3,Romance,271,14,6,59,4.4,10,45,21,No,1,False,0,Female,True,0.54
U130829,21,Female,Australia,20,Standard,7.99,UPI,Smart TV,3,Horror,62,12,8,37,2.3,26,35,37,No,1,False,0,Male,False,0.61
U145551,57,Other,Australia,17,Standard,15.99,Debit Card,Tablet,1,Action,95,18,7,36,4.1,0,95,47,No,2,True,3,Male,False,0.56
U109571,18,Other,Germany,29,Standard,15.99,PayPal,Mobile,2,Romance,267,6,9,89,4.1,5,19,56,No,2,False,0,Other,True,0.17000000000000004
U108822,50,Male,Spain,20,Standard,15.99,UPI,Laptop,2,Documentary,171,19,8,64,3.4,19,83,52,No,0,False,0,Male,True,0.25
U127477,35,Other,Australia,37,Premium,7.99,UPI,Laptop,2,Action,119,8,12,78,4.9,24,74,3,No,2,False,0,Other,True,0.61
U145185,51,Other,Spain,34,Standard,15.99,UPI,Tablet,3,Thriller,263,6,8,34,3.8,6,61,16,No,2,False,0,Female,False,0.64
U117707,30,Female,USA,45,Basic,12.99,UPI,Laptop,2,Thriller,48,14,9,72,2.1,46,86,51,Yes,1,False,0,Other,False,0.54
U105116,63,Other,Spain,19,Basic,7.99,UPI,Mobile,2,Comedy,148,16,3,45,4.1,49,77,24,No,2,False,0,Other,True,0.15000000000000002
U129081,35,Male,Brazil,31,Basic,7.99,Debit Card,Mobile,3,Romance,261,8,12,87,3.1,14,96,39,No,0,False,0,Male,True,0.29000000000000004
U137137,36,Female,Canada,19,Standard,7.99,Debit Card,Mobile,3,Action,151,16,10,64,3.6,8,40,53,Yes,1,False,0,Female,True,0.24
U122478,19,Other,India,31,Premium,12.99,Debit Card,Smart TV,2,Sci-Fi,101,18,8,47,3.6,12,80,36,No,2,False,0,Female,False,0.5800000000000001
U111636,41,Female,Brazil,59,Premium,7.99,Credit Card,Laptop,1,Romance,45,14,2,54,3.8,31,71,40,Yes,1,False,0,Female,True,0.21999999999999997
U136696,45,Female,Brazil,28,Standard,7.99,PayPal,Mobile,2,Comedy,201,13,11,56,3.1,30,45,8,No,1,False,0,Female,True,0.30000000000000004
U132687,35,Other,UK,8,Premium,15.99,Credit Card,Laptop,1,Thriller,25,15,6,34,2.0,0,44,12,Yes,2,False,0,Other,True,0.26
U123573,48,Female,USA,38,Standard,12.99,Debit Card,Tablet,1,Action,259,15,12,39,2.5,21,80,43,No,1,False,0,Female,True,0.6599999999999999
U138954,56,Male,Canada,4,Basic,7.99,Debit Card,Mobile,3,Action,190,16,1,45,4.4,28,79,23,No,0,False,0,Male,True,0.24
U122968,23,Male,Spain,31,Standard,15.99,UPI,Mobile,1,Thriller,255,5,6,77,1.2,21,46,34,No,0,False,0,Male,True,0.21999999999999997
U127142,50,Female,UK,43,Standard,12.99,UPI,Mobile,1,Comedy,284,16,12,45,3.9,42,95,40,Yes,1,False,1,Female,True,0.26
U131877,33,Female,UK,21,Basic,15.99,UPI,Laptop,3,Horror,148,15,6,46,1.6,0,6,32,No,1,False,0,Female,True,0.25
U124551,34,Female,India,54,Standard,12.99,PayPal,Laptop,3,Comedy,246,7,6,89,3.8,18,55,35,Yes,1,False,0,Female,True,0.22999999999999998
U140283,22,Female,Japan,9,Standard,15.99,UPI,Smart TV,3,Drama,272,18,6,55,3.3,26,15,41,No,1,False,0,Female,True,0.30000000000000004
U114922,38,Female,Spain,38,Basic,12.99,UPI,Mobile,2,Action,284,17,11,34,2.2,38,62,2,No,1,False,0,Female,True,0.63
U143230,32,Male,UK,57,Standard,7.99,UPI,Mobile,2,Romance,92,5,3,86,1.8,47,29,18,No,0,False,0,Male,True,0.5900000000000001
U139694,18,Male,Canada,28,Basic,7.99,Credit Card,Mobile,2,Action,208,2,10,74,3.0,15,62,9,Yes,0,False,0,Male,True,0.27
U146747,51,Male,Spain,17,Basic,15.99,Credit Card,Tablet,2,Action,78,11,9,34,1.7,26,59,36,No,0,False,0,Male,True,0.22999999999999998
U143767,22,Other,Brazil,3,Standard,7.99,Credit Card,Mobile,1,Comedy,113,18,7,76,4.8,6,49,53,No,2,False,2,Other,True,0.22999999999999998
U126842,46,Female,Germany,58,Basic,12.99,PayPal,Smart TV,3,Action,174,13,1,67,4.5,7,5,15,No,1,False,1,Male,False,0.64
U130178,51,Other,Spain,7,Standard,15.99,UPI,Tablet,1,Romance,186,5,11,69,2.8,28,63,37,No,2,False,0,Other,True,0.20999999999999996
U109580,48,Other,France,46,Premium,12.99,Debit Card,Mobile,3,Drama,146,12,11,56,3.7,20,48,42,No,2,False,0,Other,True,0.25
U128679,22,Other,Australia,1,Standard,7.99,Credit Card,Mobile,2,Comedy,52,13,14,48,2.1,31,94,42,No,2,False,0,Other,True,0.24
U132823,48,Other,USA,18,Basic,7.99,Debit Card,Tablet,3,Documentary,41,11,7,69,3.7,2,97,0,No,2,False,1,Female,False,0.65
U146875,23,Male,Australia,50,Standard,15.99,Debit Card,Laptop,2,Romance,276,12,0,40,3.1,34,3,37,No,0,False,1,Female,False,0.5700000000000001
U138983,56,Female,Australia,25,Premium,12.99,Debit Card,Tablet,3,Comedy,82,16,13,42,3.9,30,52,6,No,1,False,0,Female,True,0.29000000000000004
U149187,56,Female,USA,54,Premium,12.99,Debit Card,Mobile,1,Sci-Fi,37,8,6,31,4.3,20,18,24,No,1,False,0,Female,True,0.5900000000000001
U106081,61,Other,France,50,Premium,12.99,PayPal,Tablet,2,Documentary,232,15,14,95,2.0,20,96,44,No,2,False,1,Male,False,0.52
U138419,40,Male,Spain,29,Premium,12.99,PayPal,Tablet,3,Drama,77,14,2,69,4.3,22,0,15,No,0,False,0,Male,True,0.29000000000000004
U119492,36,Female,Brazil,4,Standard,12.99,Debit Card,Tablet,1,Romance,109,17,8,74,3.2,49,75,35,No,1,False,0,Female,True,0.29000000000000004
U101127,40,Female,France,39,Basic,15.99,UPI,Smart TV,1,Action,62,17,14,36,2.1,44,7,36,Yes,1,False,0,Female,True,0.27
U127133,59,Other,India,51,Premium,15.99,UPI,Mobile,3,Horror,185,17,5,30,3.0,35,57,19,No,2,False,1,Other,True,0.24
U127720,24,Male,France,13,Premium,15.99,Credit Card,Tablet,3,Horror,134,5,5,50,3.6,4,29,42,Yes,0,False,0,Male,True,0.17000000000000004
U136052,46,Female,Canada,56,Premium,7.99,Credit Card,Tablet,3,Drama,255,4,9,82,2.5,42,77,45,Yes,1,False,0,Female,True,0.21999999999999997
U146372,21,Female,Japan,8,Standard,15.99,Credit Card,Mobile,1,Action,140,14,10,93,4.4,43,20,7,No,1,False,1,Female,True,0.22999999999999998
U116413,47,Male,Canada,27,Standard,12.99,Debit Card,Tablet,1,Sci-Fi,87,12,14,34,1.8,29,43,16,No,0,False,0,Male,True,0.27
U139879,61,Other,Australia,49,Premium,15.99,Debit Card,Laptop,2,Romance,203,17,14,42,4.5,0,29,40,Yes,2,False,1,Other,True,0.31000000000000005
U130451,29,Male,Canada,6,Standard,15.99,Debit Card,Laptop,2,Documentary,111,5,9,34,2.7,47,20,18,No,0,False,1,Male,True,0.16000000000000003
U115022,50,Male,Brazil,32,Basic,12.99,Debit Card,Mobile,3,Sci-Fi,44,11,14,50,1.8,21,57,45,No,0,False,0,Male,True,0.22999999999999998
U109235,30,Other,France,45,Standard,15.99,Credit Card,Laptop,1,Drama,209,18,5,92,2.6,27,57,21,No,2,False,0,Other,True,0.26
U109845,64,Other,India,5,Basic,12.99,PayPal,Mobile,1,Drama,287,10,5,37,4.0,27,29,4,No,2,False,1,Female,False,0.5700000000000001
U110020,63,Female,India,33,Premium,12.99,UPI,Laptop,1,Sci-Fi,48,2,6,33,4.3,7,51,42,No,1,False,0,Male,False,0.64
